area,ticker,interval,signal,candles_from_last
crypto,ATOM,1d,"['hammer', 'hammer', 'hammer', 'hammer', 'inverted_hammer']","[457, 237, 222, 196, 146]"
crypto,AVAX-USD,1d,"['hammer', 'hammer', 'hammer', 'hammer', 'engulfing']","[459, 207, 190, 120, 117]"
crypto,AXS-USD,1d,"['hammer', 'engulfing', 'hammer', 'hammer', 'rebound']","[452, 416, 342, 302, 190]"
crypto,AXS,1d,['inverted_hammer'],[146]
crypto,BNB-USD,1d,"['hammer', 'hammer', 'hammer']","[1264, 1083, 197]"
crypto,BTC-USD,1d,"['inverted_hammer', 'hammer', 'hammer', 'engulfing', 'hammer']","[446, 225, 190, 117, 2]"
crypto,BTC,1d,"['hammer', 'inverted_hammer']","[317, 134]"
crypto,BTG-USD,1d,"['hammer', 'hammer']","[759, 426]"
crypto,BTG,1d,"['inverted_hammer', 'hammer']","[456, 50]"
crypto,BTM,1d,"['hammer', 'hammer', 'hammer', 'inverted_hammer', 'engulfing']","[727, 133, 127, 7, 6]"
crypto,CAKE-USD,1d,"['hammer', 'hammer', 'hammer', 'engulfing', 'hammer']","[667, 526, 488, 117, 12]"
crypto,CAKE,1d,['inverted_hammer'],[288]
crypto,CHZ-USD,1d,"['hammer', 'hammer', 'hammer', 'hammer', 'hammer']","[1116, 694, 488, 342, 302]"
crypto,DASH-USD,1d,"['hammer', 'hammer', 'hammer']","[705, 502, 418]"
crypto,DASH,1d,"['hammer', 'inverted_hammer', 'inverted_hammer', 'engulfing', 'hammer']","[1125, 1029, 941, 935, 49]"
crypto,DOGE-USD,1d,"['hammer', 'hammer', 'hammer', 'hammer', 'engulfing']","[694, 459, 456, 207, 206]"
crypto,DOT-USD,1d,"['hammer', 'hammer', 'hammer', 'inverted_hammer', 'hammer']","[718, 667, 488, 446, 418]"
crypto,EGLD-USD,1d,"['hammer', 'hammer', 'rebound', 'rebound', 'hammer']","[488, 351, 192, 163, 2]"
crypto,ENJ-USD,1d,"['hammer', 'hammer', 'hammer', 'engulfing']","[694, 488, 342, 12]"
crypto,ENJ,1d,,
crypto,EOS-USD,1d,"['hammer', 'hammer', 'hammer', 'engulfing', 'hammer']","[459, 242, 190, 127, 2]"
crypto,EOS,1d,['inverted_hammer'],[47]
crypto,ETH-USD,1d,"['hammer', 'hammer', 'hammer']","[1177, 456, 2]"
crypto,ETH,1d,"['inverted_hammer', 'inverted_hammer', 'hammer', 'hammer', 'hammer']","[134, 82, 81, 75, 9]"
crypto,FIL-USD,1d,"['engulfing', 'hammer', 'hammer', 'engulfing']","[1083, 573, 120, 117]"
crypto,FTM-USD,1d,"['hammer', 'hammer', 'hammer', 'hammer', 'hammer']","[511, 453, 357, 193, 166]"
crypto,KLAY-USD,1d,"['hammer', 'hammer', 'engulfing', 'engulfing', 'hammer']","[674, 667, 474, 472, 234]"
crypto,KSM-USD,1d,"['hammer', 'hammer', 'hammer', 'hammer', 'hammer']","[705, 694, 488, 120, 2]"
crypto,LINK-USD,1d,"['hammer', 'hammer', 'hammer', 'hammer', 'hammer']","[459, 456, 342, 225, 207]"
crypto,LINK,1d,"['hammer', 'hammer', 'inverted_hammer', 'inverted_hammer', 'engulfing']","[1159, 1156, 855, 521, 310]"
crypto,LTC-USD,1d,"['hammer', 'hammer', 'hammer']","[225, 131, 2]"
crypto,LTC,1d,,
crypto,MANA-USD,1d,"['hammer, engulfing', 'hammer', 'engulfing']","[1116, 694, 162]"
crypto,MANA,1d,"['hammer', 'hammer', 'hammer', 'inverted_hammer', 'inverted_hammer']","[289, 235, 144, 80, 78]"
crypto,MATIC-USD,1d,"['hammer', 'hammer', 'hammer', 'hammer', 'hammer']","[274, 71, 28, 25, 21]"
crypto,MKR-USD,1d,"['hammer', 'inverted_hammer', 'hammer', 'hammer']","[1245, 662, 503, 481]"
crypto,MKR,1d,"['hammer', 'inverted_hammer']","[183, 182]"
crypto,NEAR-USD,1d,"['hammer, engulfing', 'hammer', 'hammer', 'hammer', 'hammer']","[1116, 1101, 694, 573, 342]"
crypto,NEAR,1d,,
crypto,NEO-USD,1d,"['hammer', 'hammer', 'inverted_hammer', 'engulfing', 'hammer']","[459, 452, 419, 418, 342]"
crypto,NEO,1d,"['inverted_hammer', 'piercing_line', 'hammer', 'hammer', 'engulfing']","[496, 417, 412, 272, 208]"
crypto,QNT-USD,1d,"['hammer', 'engulfing', 'inverted_hammer', 'engulfing', 'hammer']","[1299, 988, 978, 662, 425]"
crypto,SAND-USD,1d,"['hammer', 'hammer', 'hammer', 'hammer', 'rebound']","[694, 459, 342, 225, 121]"
crypto,SHIB-USD,1d,"['hammer', 'hammer', 'hammer', 'hammer', 'hammer']","[192, 119, 117, 113, 91]"
crypto,SOL-USD,1d,"['hammer', 'inverted_hammer', 'hammer', 'hammer', 'hammer']","[774, 710, 708, 459, 190]"
crypto,THETA-USD,1d,"['hammer', 'hammer', 'hammer', 'hammer', 'hammer']","[456, 452, 445, 342, 207]"
crypto,TRX-USD,1d,"['hammer', 'hammer', 'hammer', 'engulfing', 'hammer']","[1177, 810, 772, 771, 733]"
crypto,TRX,1d,"['hammer', 'hammer', 'hammer', 'hammer', 'hammer']","[896, 876, 869, 757, 705]"
crypto,UNI-USD,1d,"['engulfing', 'hammer', 'hammer', 'hammer']","[602, 599, 592, 591]"
crypto,UNI,1d,,
crypto,USDC-USD,1d,,
crypto,USDC,1d,,
crypto,USDT-USD,1d,"['hammer', 'inverted_hammer']","[1178, 731]"
crypto,VET-USD,1d,"['hammer', 'hammer', 'hammer', 'hammer', 'engulfing']","[1123, 1013, 459, 120, 117]"
crypto,VET,1d,,
crypto,WBTC-USD,1d,"['hammer', 'hammer', 'hammer', 'engulfing', 'hammer']","[225, 193, 190, 117, 2]"
crypto,XEM-USD,1d,"['hammer', 'engulfing', 'hammer', 'hammer']","[1087, 705, 418, 242]"
crypto,XLM-USD,1d,"['hammer', 'hammer', 'engulfing', 'hammer', 'hammer']","[604, 459, 456, 225, 190]"
crypto,XRP-USD,1d,"['hammer', 'hammer', 'hammer', 'hammer', 'hammer']","[459, 456, 425, 342, 190]"
crypto,XRP,1d,"['inverted_hammer', 'hammer', 'hammer']","[82, 81, 80]"
crypto,XTZ-USD,1d,"['hammer', 'inverted_hammer', 'hammer', 'engulfing', 'hammer']","[1116, 991, 459, 408, 342]"
crypto,ZIL-USD,1d,"['hammer', 'hammer', 'hammer']","[1260, 694, 342]"
crypto,AAVE-USD,1w,"['hammer', 'engulfing']","[17, 16]"
crypto,ADA-USD,1w,['hammer'],[95]
crypto,ALGO-USD,1w,,
crypto,APE-USD,1w,"['engulfing', 'hammer', 'hammer']","[155, 95, 17]"
crypto,ATOM-USD,1w,"['hammer', 'hammer', 'hammer']","[146, 31, 30]"
crypto,ATOM,1w,,
crypto,AVAX-USD,1w,,
crypto,AXS-USD,1w,['hammer'],[30]
crypto,AXS,1w,,
crypto,BNB-USD,1w,,
crypto,BTC-USD,1w,,
crypto,BTC,1w,['engulfing'],[13]
crypto,BTG-USD,1w,,
crypto,BTG,1w,,
crypto,BTM,1w,['inverted_hammer'],[2]
crypto,CAKE-USD,1w,['hammer'],[95]
crypto,CAKE,1w,,
crypto,CHZ-USD,1w,,
crypto,DASH-USD,1w,,
crypto,DASH,1w,"['hammer', 'inverted_hammer', 'hammer', 'hammer']","[233, 225, 223, 221]"
crypto,DOGE-USD,1w,,
crypto,DOT-USD,1w,,
crypto,EGLD-USD,1w,"['engulfing', 'engulfing']","[30, 26]"
crypto,ENJ-USD,1w,['hammer'],[95]
crypto,ENJ,1w,,
crypto,EOS-USD,1w,,
crypto,EOS,1w,,
crypto,ETH-USD,1w,['hammer'],[17]
crypto,ETH,1w,,
crypto,FIL-USD,1w,,
crypto,FTM-USD,1w,,
crypto,KLAY-USD,1w,,
crypto,KSM-USD,1w,"['hammer', 'hammer', 'engulfing']","[138, 95, 31]"
crypto,LINK-USD,1w,['hammer'],[95]
crypto,LINK,1w,['inverted_hammer'],[101]
crypto,LTC-USD,1w,,
crypto,LTC,1w,,
crypto,MANA-USD,1w,,
crypto,MANA,1w,"['hammer', 'hammer']","[31, 7]"
crypto,MATIC-USD,1w,['hammer'],[34]
crypto,MKR-USD,1w,,
crypto,MKR,1w,,
crypto,NEAR-USD,1w,,
crypto,NEAR,1w,,
crypto,NEO-USD,1w,,
crypto,NEO,1w,"['hammer', 'hammer', 'hammer', 'hammer', 'engulfing']","[220, 212, 139, 86, 49]"
crypto,QNT-USD,1w,,
crypto,SAND-USD,1w,,
crypto,SHIB-USD,1w,,
crypto,SOL-USD,1w,['engulfing'],[7]
crypto,THETA-USD,1w,"['engulfing', 'engulfing']","[58, 20]"
crypto,TRX-USD,1w,['hammer'],[30]
crypto,TRX,1w,,
crypto,UNI-USD,1w,,
crypto,UNI,1w,,
crypto,USDC-USD,1w,,
crypto,USDC,1w,,
crypto,USDT-USD,1w,,
crypto,VET-USD,1w,,
crypto,VET,1w,,
crypto,WBTC-USD,1w,,
crypto,XEM-USD,1w,"['inverted_hammer', 'inverted_hammer']","[49, 17]"
crypto,XLM-USD,1w,['hammer'],[17]
crypto,XRP-USD,1w,,
crypto,XRP,1w,,
crypto,XTZ-USD,1w,['inverted_hammer'],[138]
crypto,ZIL-USD,1w,,
europe,AAL.L,1d,"['inverted_hammer', 'inverted_hammer', 'hammer', 'inverted_hammer', 'hammer']","[759, 620, 331, 286, 48]"
europe,AALB.AS,1d,"['inverted_hammer', 'inverted_hammer', 'inverted_hammer']","[291, 241, 57]"
europe,ABBN.SW,1d,,
europe,ABBV.SW,1d,,
europe,ABF.L,1d,"['inverted_hammer', 'hammer', 'inverted_hammer', 'engulfing', 'inverted_hammer']","[599, 561, 362, 94, 91]"
europe,ABI.BR,1d,"['inverted_hammer', 'hammer', 'inverted_hammer']","[291, 209, 47]"
europe,ABN.AS,1d,['inverted_hammer'],[291]
europe,AC.PA,1d,"['inverted_hammer', 'inverted_hammer', 'hammer', 'hammer']","[469, 291, 61, 57]"
europe,ACA.PA,1d,['inverted_hammer'],[291]
europe,ACS.MC,1d,,
europe,AD.AS,1d,"['hammer', 'hammer', 'engulfing']","[18, 14, 11]"
europe,ADEN.SW,1d,"['inverted_hammer', 'engulfing']","[283, 9]"
europe,ADM.L,1d,"['engulfing', 'hammer', 'inverted_hammer', 'hammer', 'inverted_hammer']","[974, 817, 815, 403, 120]"
europe,ADS.DE,1d,"['inverted_hammer', 'inverted_hammer', 'inverted_hammer', 'inverted_hammer', 'piercing_line']","[911, 614, 310, 208, 204]"
europe,AENA.MC,1d,['inverted_hammer'],[291]
europe,AF.PA,1d,"['hammer', 'hammer', 'hammer', 'hammer', 'inverted_hammer']","[463, 387, 176, 168, 59]"
europe,AIR.PA,1d,,
europe,AIXA.DE,1d,"['inverted_hammer', 'inverted_hammer', 'inverted_hammer', 'piercing_line']","[655, 568, 541, 289]"
europe,ALFA.ST,1d,"['inverted_hammer', 'inverted_hammer', 'inverted_hammer']","[453, 284, 56]"
europe,ALK-B.CO,1d,"['hammer', 'hammer', 'engulfing', 'hammer', 'inverted_hammer']","[856, 793, 772, 537, 357]"
europe,ALO.PA,1d,"['engulfing', 'hammer', 'rebound', 'hammer', 'hammer']","[1080, 634, 613, 441, 260]"
europe,ALV.DE,1d,,
europe,AMS.MC,1d,"['inverted_hammer', 'inverted_hammer']","[291, 171]"
europe,ANTO.L,1d,"['hammer', 'inverted_hammer', 'inverted_hammer', 'hammer', 'hammer']","[992, 595, 438, 129, 48]"
europe,ASM.AS,1d,"['inverted_hammer', 'inverted_hammer', 'inverted_hammer', 'rebound', 'hammer']","[1108, 690, 312, 292, 130]"
europe,ASML.AS,1d,"['inverted_hammer', 'inverted_hammer', 'inverted_hammer', 'inverted_hammer']","[530, 441, 411, 289]"
europe,ASSA-B.ST,1d,"['inverted_hammer', 'inverted_hammer', 'inverted_hammer', 'piercing_line', 'engulfing']","[284, 282, 236, 46, 8]"
europe,ATCO-A.ST,1d,"['inverted_hammer', 'inverted_hammer', 'inverted_hammer', 'piercing_line']","[453, 284, 282, 46]"
europe,ATCO-B.ST,1d,"['inverted_hammer', 'inverted_hammer', 'piercing_line']","[284, 282, 46]"
europe,ATO.PA,1d,"['hammer', 'inverted_hammer', 'hammer', 'hammer', 'hammer']","[442, 441, 232, 70, 68]"
europe,AUTO.L,1d,"['inverted_hammer', 'hammer', 'inverted_hammer', 'rebound', 'rebound']","[535, 361, 171, 100, 90]"
europe,AV.L,1d,"['hammer', 'inverted_hammer', 'inverted_hammer', 'hammer', 'hammer']","[1021, 743, 288, 186, 154]"
europe,AZA.ST,1d,"['inverted_hammer', 'inverted_hammer', 'inverted_hammer', 'inverted_hammer']","[453, 284, 243, 240]"
europe,AZM.MI,1d,['inverted_hammer'],[288]
europe,AZN.L,1d,"['inverted_hammer', 'inverted_hammer', 'inverted_hammer', 'inverted_hammer', 'hammer']","[426, 420, 234, 177, 22]"
europe,BA.L,1d,"['hammer', 'hammer', 'hammer', 'hammer', 'hammer']","[466, 361, 353, 149, 45]"
europe,BAB.L,1d,"['hammer', 'inverted_hammer', 'hammer', 'hammer', 'engulfing']","[154, 46, 22, 14, 9]"
europe,BAER.SW,1d,"['inverted_hammer', 'inverted_hammer']","[283, 55]"
europe,BAMI.MI,1d,,
europe,BARC.L,1d,"['inverted_hammer', 'piercing_line', 'hammer']","[1146, 651, 61]"
europe,BAS.DE,1d,['inverted_hammer'],[289]
europe,BATS.L,1d,"['inverted_hammer', 'hammer', 'hammer', 'hammer', 'inverted_hammer']","[406, 361, 233, 165, 164]"
europe,BAVA.CO,1d,"['piercing_line', 'hammer', 'hammer', 'piercing_line', 'hammer']","[647, 579, 403, 383, 106]"
europe,BAYN.DE,1d,"['hammer', 'engulfing', 'hammer', 'inverted_hammer', 'hammer']","[662, 585, 377, 291, 60]"
europe,BEI.DE,1d,"['inverted_hammer', 'inverted_hammer']","[1033, 240]"
europe,BESI.AS,1d,"['inverted_hammer', 'inverted_hammer', 'hammer']","[317, 291, 135]"
europe,BHP.L,1d,"['hammer', 'hammer', 'hammer', 'inverted_hammer', 'hammer']","[595, 459, 452, 175, 48]"
europe,BLND.L,1d,"['hammer', 'engulfing', 'inverted_hammer', 'inverted_hammer', 'hammer']","[802, 739, 703, 398, 350]"
europe,BMW.DE,1d,['inverted_hammer'],[239]
europe,BN.PA,1d,"['hammer', 'hammer', 'inverted_hammer']","[243, 240, 90]"
europe,BNP.PA,1d,['inverted_hammer'],[291]
europe,BNR.DE,1d,"['inverted_hammer', 'inverted_hammer']","[289, 239]"
europe,BOL.ST,1d,"['inverted_hammer', 'hammer', 'piercing_line']","[595, 287, 46]"
europe,BOSS.DE,1d,"['inverted_hammer', 'inverted_hammer', 'inverted_hammer', 'inverted_hammer', 'hammer']","[563, 473, 467, 305, 168]"
europe,BP.L,1d,"['inverted_hammer', 'rebound', 'engulfing', 'hammer', 'hammer']","[436, 421, 396, 387, 99]"
europe,BPE.MI,1d,['inverted_hammer'],[288]
europe,BRBY.L,1d,"['inverted_hammer', 'hammer', 'hammer', 'hammer', 'hammer']","[288, 90, 83, 53, 10]"
europe,BT-A.L,1d,"['hammer', 'inverted_hammer', 'hammer', 'hammer', 'hammer']","[926, 924, 873, 598, 139]"
europe,CA.PA,1d,,
europe,CABK.MC,1d,['inverted_hammer'],[291]
europe,CAP.PA,1d,['hammer'],[215]
europe,CARL-B.CO,1d,"['hammer', 'piercing_line', 'inverted_hammer']","[215, 204, 43]"
europe,CBK.DE,1d,['inverted_hammer'],[153]
europe,CLNX.MC,1d,"['hammer', 'inverted_hammer', 'hammer']","[925, 675, 673]"
europe,CNA.L,1d,"['hammer', 'hammer', 'inverted_hammer', 'inverted_hammer', 'inverted_hammer']","[1222, 645, 460, 394, 286]"
europe,COFA.PA,1d,,
europe,COL.MC,1d,"['inverted_hammer', 'inverted_hammer']","[163, 130]"
europe,COLO-B.CO,1d,"['inverted_hammer', 'inverted_hammer']","[81, 19]"
europe,COLR.BR,1d,['inverted_hammer'],[47]
europe,CPG.L,1d,"['hammer', 'inverted_hammer', 'inverted_hammer', 'inverted_hammer', 'hammer']","[1190, 629, 300, 192, 84]"
europe,CPR.MI,1d,,
europe,CRDA.L,1d,"['inverted_hammer', 'hammer', 'hammer', 'inverted_hammer', 'piercing_line']","[758, 673, 605, 289, 209]"
europe,CRH.L,1d,"['hammer', 'inverted_hammer', 'inverted_hammer', 'hammer', 'hammer']","[661, 479, 209, 32, 28]"
europe,CS.PA,1d,['inverted_hammer'],[291]
europe,DB1.DE,1d,,
europe,DBK.DE,1d,"['inverted_hammer', 'inverted_hammer']","[289, 287]"
europe,DCC.L,1d,"['inverted_hammer', 'engulfing', 'hammer', 'hammer, engulfing', 'hammer']","[946, 930, 732, 541, 466]"
europe,DEMANT.CO,1d,"['hammer', 'hammer', 'inverted_hammer', 'inverted_hammer', 'inverted_hammer']","[284, 279, 205, 196, 164]"
europe,DG.PA,1d,"['inverted_hammer', 'inverted_hammer']","[404, 291]"
europe,DGE.L,1d,"['inverted_hammer', 'hammer', 'engulfing', 'inverted_hammer', 'inverted_hammer']","[239, 171, 168, 63, 49]"
europe,DHER.DE,1d,"['inverted_hammer', 'inverted_hammer', 'inverted_hammer', 'hammer', 'hammer']","[74, 62, 54, 51, 48]"
europe,DIA.MI,1d,"['inverted_hammer', 'hammer', 'hammer']","[288, 227, 225]"
europe,DSV.CO,1d,"['inverted_hammer', 'inverted_hammer', 'inverted_hammer', 'hammer', 'inverted_hammer']","[643, 520, 339, 326, 279]"
europe,DTE.DE,1d,"['hammer', 'hammer']","[243, 241]"
europe,EDEN.PA,1d,"['inverted_hammer', 'inverted_hammer', 'inverted_hammer']","[291, 183, 175]"
europe,EL.PA,1d,"['inverted_hammer', 'inverted_hammer']","[291, 289]"
europe,ELE.MC,1d,,
europe,ELISA.HE,1d,['inverted_hammer'],[147]
europe,ELUX-B.ST,1d,"['engulfing', 'hammer', 'engulfing', 'hammer', 'engulfing']","[591, 375, 287, 56, 6]"
europe,ENEL.MI,1d,,
europe,ENGI.PA,1d,,
europe,ENI.MI,1d,,
europe,EOAN.DE,1d,,
europe,EQT.ST,1d,"['inverted_hammer', 'hammer', 'inverted_hammer']","[1186, 1023, 282]"
europe,ERG.MI,1d,,
europe,ERIC-B.ST,1d,['inverted_hammer'],[284]
europe,EVD.DE,1d,"['inverted_hammer', 'inverted_hammer']","[1021, 291]"
europe,EVK.DE,1d,"['inverted_hammer', 'hammer', 'engulfing']","[289, 156, 130]"
europe,EXPN.L,1d,"['hammer', 'inverted_hammer', 'inverted_hammer', 'hammer', 'hammer']","[362, 288, 255, 165, 90]"
europe,FBK.MI,1d,"['inverted_hammer', 'inverted_hammer']","[457, 288]"
europe,FER.MC,1d,['inverted_hammer'],[291]
europe,FME.DE,1d,"['inverted_hammer', 'hammer', 'inverted_hammer']","[289, 240, 213]"
europe,FNTN.DE,1d,['hammer'],[243]
europe,FORTUM.HE,1d,"['hammer', 'hammer', 'inverted_hammer']","[285, 283, 196]"
europe,FRE.DE,1d,['hammer'],[2]
europe,FRES.L,1d,"['engulfing', 'inverted_hammer', 'hammer', 'hammer', 'engulfing']","[837, 832, 780, 498, 46]"
europe,G.MI,1d,['inverted_hammer'],[288]
europe,G1A.DE,1d,"['inverted_hammer', 'inverted_hammer', 'inverted_hammer']","[289, 116, 7]"
europe,GEBN.SW,1d,['inverted_hammer'],[283]
europe,GET.PA,1d,['hammer'],[129]
europe,GIL.DE,1d,,
europe,GLE.PA,1d,"['inverted_hammer', 'inverted_hammer']","[463, 53]"
europe,GLEN.L,1d,"['inverted_hammer', 'hammer', 'hammer', 'inverted_hammer', 'hammer']","[756, 575, 568, 467, 456]"
europe,GN.CO,1d,"['hammer', 'hammer', 'hammer', 'hammer', 'piercing_line']","[404, 402, 391, 307, 124]"
europe,GRF.MC,1d,"['hammer', 'inverted_hammer', 'hammer']","[152, 143, 142]"
europe,GSK.L,1d,"['inverted_hammer', 'hammer', 'inverted_hammer', 'hammer', 'hammer']","[813, 730, 425, 389, 90]"
europe,HAG.DE,1d,"['hammer', 'inverted_hammer', 'inverted_hammer']","[410, 131, 79]"
europe,HEI.DE,1d,,
europe,HEN3.DE,1d,,
europe,HER.MI,1d,['hammer'],[185]
europe,HEXA-B.ST,1d,"['inverted_hammer', 'inverted_hammer', 'inverted_hammer', 'hammer', 'inverted_hammer']","[396, 284, 282, 120, 83]"
europe,HIK.L,1d,"['inverted_hammer', 'inverted_hammer', 'hammer', 'hammer', 'engulfing']","[394, 307, 228, 226, 202]"
europe,HLMA.L,1d,"['hammer', 'piercing_line', 'hammer', 'hammer', 'piercing_line']","[933, 743, 702, 674, 670]"
europe,HM-B.ST,1d,['inverted_hammer'],[284]
europe,HMSO.L,1d,"['inverted_hammer', 'inverted_hammer', 'inverted_hammer', 'inverted_hammer', 'hammer']","[807, 389, 307, 189, 41]"
europe,HO.PA,1d,,
europe,HOLN.SW,1d,['inverted_hammer'],[283]
europe,HSBA.L,1d,"['rebound', 'hammer', 'inverted_hammer', 'inverted_hammer']","[1179, 925, 599, 51]"
europe,HUH1V.HE,1d,,
europe,IAG.L,1d,"['inverted_hammer', 'hammer', 'hammer', 'inverted_hammer', 'inverted_hammer']","[945, 921, 857, 412, 303]"
europe,IBE.MC,1d,,
europe,IFX.DE,1d,"['inverted_hammer', 'inverted_hammer']","[1077, 128]"
europe,IG.MI,1d,,
europe,IHG.L,1d,"['inverted_hammer', 'hammer, engulfing', 'inverted_hammer']","[286, 60, 58]"
europe,III.L,1d,"['inverted_hammer', 'inverted_hammer', 'engulfing', 'inverted_hammer', 'hammer']","[1024, 1002, 994, 928, 127]"
europe,ILU.F,1d,"['rebound', 'engulfing', 'rebound', 'inverted_hammer', 'inverted_hammer']","[688, 302, 295, 293, 78]"
europe,IMB.L,1d,"['piercing_line', 'hammer', 'inverted_hammer', 'hammer', 'inverted_hammer']","[806, 767, 758, 95, 30]"
europe,IMCD.AS,1d,"['inverted_hammer', 'inverted_hammer', 'inverted_hammer', 'inverted_hammer']","[718, 533, 291, 289]"
europe,IMI.L,1d,"['inverted_hammer', 'inverted_hammer', 'hammer', 'inverted_hammer', 'hammer']","[1132, 1073, 1066, 1023, 284]"
europe,INGA.AS,1d,['inverted_hammer'],[291]
europe,INVE-B.ST,1d,['inverted_hammer'],[284]
europe,IPN.PA,1d,,
europe,ISP.MI,1d,['inverted_hammer'],[288]
europe,ISS.CO,1d,,
europe,ITX.MC,1d,"['inverted_hammer', 'inverted_hammer']","[62, 57]"
europe,JD.L,1d,"['inverted_hammer', 'hammer', 'inverted_hammer', 'inverted_hammer', 'inverted_hammer']","[343, 340, 314, 238, 141]"
europe,JEN.DE,1d,['hammer'],[49]
europe,JMAT.L,1d,"['inverted_hammer', 'hammer', 'engulfing', 'inverted_hammer', 'inverted_hammer']","[1002, 759, 758, 501, 366]"
europe,KBC.BR,1d,['inverted_hammer'],[291]
europe,KCR.HE,1d,"['inverted_hammer', 'inverted_hammer', 'inverted_hammer']","[330, 287, 236]"
europe,KEMIRA.HE,1d,['inverted_hammer'],[285]
europe,KER.PA,1d,"['inverted_hammer', 'inverted_hammer', 'hammer']","[470, 92, 78]"
europe,KESKOA.HE,1d,,
europe,KGF.L,1d,"['inverted_hammer', 'inverted_hammer', 'hammer', 'piercing_line', 'piercing_line']","[600, 207, 180, 129, 46]"
europe,KGH.L,1d,"['inverted_hammer', 'inverted_hammer', 'inverted_hammer', 'inverted_hammer', 'inverted_hammer']","[924, 834, 752, 124, 120]"
europe,KINV-B.ST,1d,"['inverted_hammer', 'inverted_hammer', 'hammer', 'hammer', 'rebound']","[284, 182, 90, 70, 56]"
europe,KNEBV.HE,1d,"['inverted_hammer', 'hammer']","[285, 53]"
europe,KPN.AS,1d,,
europe,LAND.L,1d,"['inverted_hammer', 'inverted_hammer', 'inverted_hammer', 'inverted_hammer', 'inverted_hammer']","[742, 691, 569, 314, 312]"
europe,LATO-B.ST,1d,"['inverted_hammer', 'inverted_hammer', 'inverted_hammer', 'inverted_hammer', 'inverted_hammer']","[1068, 284, 249, 240, 56]"
europe,LDO.MI,1d,"['inverted_hammer', 'hammer']","[127, 14]"
europe,LEG.DE,1d,['inverted_hammer'],[243]
europe,LGEN.L,1d,"['inverted_hammer', 'inverted_hammer', 'hammer', 'inverted_hammer', 'hammer']","[743, 701, 459, 397, 56]"
europe,LHA.DE,1d,"['inverted_hammer', 'inverted_hammer']","[289, 165]"
europe,LIN.DE,1d,"['inverted_hammer', 'inverted_hammer']","[237, 126]"
europe,LLOY.L,1d,"['hammer', 'inverted_hammer', 'hammer', 'inverted_hammer', 'hammer']","[1205, 1043, 741, 397, 60]"
europe,LONN.SW,1d,"['engulfing', 'inverted_hammer', 'inverted_hammer', 'inverted_hammer', 'hammer']","[1013, 921, 612, 524, 55]"
europe,LR.PA,1d,['inverted_hammer'],[291]
europe,LSEG.L,1d,"['hammer', 'inverted_hammer', 'hammer, engulfing', 'inverted_hammer', 'hammer']","[533, 211, 210, 179, 79]"
europe,MAERSK-B.CO,1d,,
europe,MAP.MC,1d,,
europe,MB.MI,1d,['inverted_hammer'],[288]
europe,MBG.DE,1d,['hammer'],[240]
europe,MC.PA,1d,"['inverted_hammer', 'inverted_hammer', 'inverted_hammer', 'inverted_hammer', 'inverted_hammer']","[411, 289, 245, 62, 57]"
europe,MEL.MC,1d,"['engulfing', 'hammer', 'inverted_hammer', 'hammer']","[932, 171, 167, 132]"
europe,METSO.HE,1d,"['inverted_hammer', 'inverted_hammer', 'inverted_hammer']","[461, 285, 283]"
europe,MGNS.L,1d,"['inverted_hammer', 'hammer', 'inverted_hammer', 'inverted_hammer', 'inverted_hammer']","[950, 869, 317, 307, 135]"
europe,MKS.L,1d,"['hammer', 'hammer', 'rebound', 'inverted_hammer', 'inverted_hammer']","[1073, 1071, 928, 599, 350]"
europe,ML.PA,1d,['inverted_hammer'],[239]
europe,MNDI.L,1d,"['piercing_line', 'hammer', 'inverted_hammer', 'engulfing', 'inverted_hammer']","[158, 60, 56, 21, 9]"
europe,MONC.MI,1d,"['inverted_hammer', 'inverted_hammer', 'engulfing', 'inverted_hammer']","[457, 288, 241, 213]"
europe,MRK.DE,1d,"['inverted_hammer', 'inverted_hammer', 'hammer']","[289, 208, 204]"
europe,MRO.L,1d,"['inverted_hammer', 'engulfing', 'hammer', 'hammer', 'hammer']","[1065, 926, 488, 308, 286]"
europe,MT.AS,1d,"['inverted_hammer', 'inverted_hammer']","[463, 289]"
europe,MTX.DE,1d,"['hammer', 'inverted_hammer', 'inverted_hammer']","[213, 131, 128]"
europe,MUV2.DE,1d,"['inverted_hammer', 'hammer']","[289, 244]"
europe,NDA-FI.HE,1d,['inverted_hammer'],[285]
europe,NDA-SE.ST,1d,"['inverted_hammer', 'inverted_hammer']","[543, 44]"
europe,NESN.SW,1d,"['inverted_hammer', 'engulfing']","[234, 204]"
europe,NETC.CO,1d,"['inverted_hammer', 'engulfing', 'inverted_hammer', 'hammer', 'hammer']","[638, 637, 527, 526, 206]"
europe,NEXI.MI,1d,['inverted_hammer'],[288]
europe,NG.L,1d,"['inverted_hammer', 'inverted_hammer', 'hammer', 'piercing_line', 'hammer']","[539, 398, 397, 264, 187]"
europe,NIBE-B.ST,1d,"['hammer', 'hammer', 'inverted_hammer', 'inverted_hammer', 'hammer']","[487, 287, 284, 282, 3]"
europe,NOKIA.HE,1d,,
europe,NOVN.SW,1d,['inverted_hammer'],[47]
europe,NOVO-B.CO,1d,"['inverted_hammer', 'inverted_hammer', 'inverted_hammer', 'inverted_hammer', 'inverted_hammer']","[279, 273, 204, 136, 76]"
europe,NTGY.MC,1d,,
